sets,release_year,num_parts,media_franchise,inception,original_medium,revenue
Disco Batman - Tears of Batman,2017,13,Batman,1939,Comic book,29.6
Giant-Man Hank Pym,2017,3,Avengers,1963,Comic book,14.3
R2-D2,2017,70,Star Wars,1977,Film,46.7
Batgirl,2017,10,Batman,1939,Comic book,29.6
Obi-Wan Kenobi - Collectible Minifigure,2019,12,Star Wars,1977,Film,46.7
Luke Skywalker with Blue Milk,2022,6,Star Wars,1977,Film,46.7
The Monster Book of Monsters,2020,320,Harry Potter,1997,Novel,34.5
Moana's Dolphin Cove,2023,47,Disney Princess,2000,Animated films,45.4
The Dripstone Cavern,2023,45,Minecraft,2009,Video game,4.3
Quidditch Practice,2023,55,Harry Potter,1997,Novel,34.5
Doctor Strange's Interdimensional Portal,2023,44,Marvel,2008,Film,32.2
Batman 1992,2023,40,Batman,1939,Comic book,29.6
X-Wing Starfighter,2023,87,Star Wars,1977,Film,46.7
MINI TIE Fighter,2002,12,Star Wars,1977,Film,46.7
Bob's Workshop,2001,11,Bob the Builder,1998,Animated series,5
Scoop on the Road,2001,21,Bob the Builder,1998,Animated series,5
"Bob, Lofty and the Mice",2001,20,Bob the Builder,1998,Animated series,5
Bob and Muck Repair the Barn,2001,37,Bob the Builder,1998,Animated series,5
Bob's Big Building Box,2001,52,Bob the Builder,1998,Animated series,5
Muck and Scoop,2001,54,Bob the Builder,1998,Animated series,5
Wallpaper Wendy (Explore),2002,10,Bob the Builder,1998,Animated series,5
Bob at Work,2002,10,Bob the Builder,1998,Animated series,5
Naughty Spud,2002,10,Bob the Builder,1998,Animated series,5
Clock Tower Bob,2002,50,Bob the Builder,1998,Animated series,5
Dizzy's Birdwatch,2002,45,Bob the Builder,1998,Animated series,5
Bob's Busy Day,2003,10,Bob the Builder,1998,Animated series,5
Wendy in the Office,2003,10,Bob the Builder,1998,Animated series,5
Spud & Bird,2003,10,Bob the Builder,1998,Animated series,5
Packer,2007,19,Bob the Builder,1998,Animated series,5
Muck & Roley in the Sunflower Factory,2007,36,Bob the Builder,1998,Animated series,5
Dizzy's Bridge Set,2005,20,Bob the Builder,1998,Animated series,5
Benny's Dig Set,2005,20,Bob the Builder,1998,Animated series,5
Muck's Recycling Set,2005,33,Bob the Builder,1998,Animated series,5
Roley's Road Set,2005,26,Bob the Builder,1998,Animated series,5
Travis and the Mobile Caravan,2005,26,Bob the Builder,1998,Animated series,5
Scoop and Lofty at the Building Yard,2005,61,Bob the Builder,1998,Animated series,5
Lift and Load Sumsy,2006,12,Bob the Builder,1998,Animated series,5
Scrambler and Dizzy at Bob's Workshop,2006,50,Bob the Builder,1998,Animated series,5
Harold the Helicopter,2006,7,Thomas & Friends,1945,Book,9.12
Cranky-Loading Crane,2006,34,Thomas & Friends,1945,Book,9.12
Star Wars #1 - Sith Minifig Pack,2000,30,Star Wars,1977,Film,46.7
Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,25,Star Wars,1977,Film,46.7
Star Wars #3 - Troopers/Chewie Minifig Pack,2000,25,Star Wars,1977,Film,46.7
Star Wars #4 - Battle Droid Minifig Pack,2000,33,Star Wars,1977,Film,46.7
Salty the Dockyard Diesel,2007,8,Thomas & Friends,1945,Book,9.12
Spencer and Sir Topham Hatt,2007,45,Thomas & Friends,1945,Book,9.12
Gordon's Express,2007,13,Thomas & Friends,1945,Book,9.12
Bob's Workshop,2009,14,Bob the Builder,1998,Animated series,5
Scoop at Bobland Bay,2009,28,Bob the Builder,1998,Animated series,5
Muck Can Do It,2009,39,Bob the Builder,1998,Animated series,5
Lofty and Dizzy Hard at Work,2009,51,Bob the Builder,1998,Animated series,5
Heroic Heroes of the Deep,2011,95,SpongeBob SquarePants,1999,Animated series,13.7
Glove World,2011,169,SpongeBob SquarePants,1999,Animated series,13.7
The Flying Dutchman,2012,241,SpongeBob SquarePants,1999,Animated series,13.7
Bikini Bottom Undersea Party,2012,471,SpongeBob SquarePants,1999,Animated series,13.7
Krusty Krab,2006,298,SpongeBob SquarePants,1999,Animated series,13.7
Build-A-Bob,2006,445,SpongeBob SquarePants,1999,Animated series,13.7
Adventures in Bikini Bottom,2006,579,SpongeBob SquarePants,1999,Animated series,13.7
The Bikini Bottom Express,2008,210,SpongeBob SquarePants,1999,Animated series,13.7
Rocket Ride,2008,279,SpongeBob SquarePants,1999,Animated series,13.7
The Emergency Room,2008,236,SpongeBob SquarePants,1999,Animated series,13.7
Krusty Krab Adventures,2009,209,SpongeBob SquarePants,1999,Animated series,13.7
Good Neighbors at Bikini Bottom,2009,425,SpongeBob SquarePants,1999,Animated series,13.7
Exclusive T. Rex,2018,70,Jurassic World,1990,Novel,8.82
Mini Hogwarts Express,2011,64,Harry Potter,1997,Novel,34.5
Scarif Stormtrooper,2017,25,Star Wars,1977,Film,46.7
R3-M2,2017,22,Star Wars,1977,Film,46.7
BB-8,2018,48,Star Wars,1977,Film,46.7
Diagon Alley,2018,374,Harry Potter,1997,Novel,34.5
DJ,2018,22,Star Wars,1977,Film,46.7
Kessel Mine Worker,2018,22,Star Wars,1977,Film,46.7
Han Solo Mudtrooper,2018,22,Star Wars,1977,Film,46.7
Bat Shooter,2018,40,Batman,1939,Comic book,29.6
Castle Interior Kit,2018,115,Disney Princess,2000,Animated films,45.4
Battle of Hoth - 20th Anniversary Edition,2019,195,Star Wars,1977,Film,46.7
Avengers Tower,2019,211,Avengers,1963,Comic book,14.3
Spider-Man and the Museum Break-In,2019,49,Spider-Man,1962,Comic book,25.4
Olaf's Traveling Sleigh,2019,97,Frozen,2013,Animated film,13.9
Battle of Endor - 20th Anniversary Edition,2019,197,Star Wars,1977,Film,46.7
Mini Doll Dress-Up Kit,2018,80,Disney Princess,2000,Animated films,45.4
Death Star II Battle,2020,235,Star Wars,1977,Film,46.7
Monty Mole & Super Mushroom Expansion Set,2020,164,Super Mario,1981,Video game,8.6
Falcon & Black Widow Team Up,2020,60,Avengers,1963,Comic book,14.3
Hogwarts Students,2020,55,Harry Potter,1997,Novel,34.5
1989 Batmobile - Limited Edition,2019,366,Batman,1939,Comic book,29.6
Tatooine Homestead,2021,217,Star Wars,1977,Film,46.7
Hogwarts Gryffindor Dorms,2021,144,Harry Potter,1997,Novel,34.5
Batman vs. The Penguin & Harley Quinn,2021,63,Batman,1939,Comic book,29.6
Spider-Man versus Venom and Iron Venom,2021,63,Spider-Man,1962,Comic book,25.4
Luke Skywalker's Lightsaber,2021,173,Star Wars,1977,Film,46.7
Wizarding World Minifigure Accessory Set,2021,33,Harry Potter,1997,Novel,34.5
Minions Kung Fu Training,2021,54,Minions,2010,Animated film,11.3
Endgame Battle Accessory Pack,2022,62,Marvel,2008,Film,32.2
Lars Family Homestead Kitchen,2022,195,Star Wars,1977,Film,46.7
Defence of Hoth,2022,64,Star Wars,1977,Film,46.7
Clone Trooper Command Station,2022,66,Star Wars,1977,Film,46.7
Hogwarts: Grand Staircase,2022,224,Harry Potter,1997,Novel,34.5
Death Star II,2023,289,Star Wars,1977,Film,46.7
Gringotts Vault,2023,215,Harry Potter,1997,Novel,34.5
Millennium Falcon Holiday Diorama,2023,282,Star Wars,1977,Film,46.7
Ariel's Amazing Treasures,2014,77,Disney Princess,2000,Animated films,45.4
Merida's Highland Games,2014,145,Disney Princess,2000,Animated films,45.4
Ariel's Magical Kiss,2014,250,Disney Princess,2000,Animated films,45.4
Cinderella's Dream Carriage,2014,274,Disney Princess,2000,Animated films,45.4
Rapunzel's Creativity Tower,2014,298,Disney Princess,2000,Animated films,45.4
Cinderella's Romantic Castle,2014,647,Disney Princess,2000,Animated films,45.4
Sleeping Beauty's Royal Bedroom,2015,96,Disney Princess,2000,Animated films,45.4
Jasmine's Exotic Palace,2015,143,Disney Princess,2000,Animated films,45.4
Elsa's Sparkling Ice Castle,2015,292,Frozen,2013,Animated film,13.9
Ariel's Undersea Palace,2015,379,Disney Princess,2000,Animated films,45.4
Rapunzel's Best Day Ever,2016,145,Disney Princess,2000,Animated films,45.4
Anna & Kristoff's Sleigh Adventure,2016,174,Frozen,2013,Animated film,13.9
Belle's Enchanted Castle,2016,374,Disney Princess,2000,Animated films,45.4
Arendelle Castle Celebration,2016,477,Frozen,2013,Animated film,13.9
Treasure's Day at the Pool,2016,70,Disney Princess,2000,Animated films,45.4
Daisy's Beauty Salon,2016,98,Disney Princess,2000,Animated films,45.4
Pumpkin's Royal Carriage,2016,79,Disney Princess,2000,Animated films,45.4
Palace Pets Royal Castle,2016,186,Disney Princess,2000,Animated films,45.4
Berry's Kitchen,2017,61,Disney Princess,2000,Animated films,45.4
Petite's Royal Stable,2017,75,Disney Princess,2000,Animated films,45.4
Ariel and the Magical Spell,2017,222,Disney Princess,2000,Animated films,45.4
Cinderella's Enchanted Evening,2017,351,Disney Princess,2000,Animated films,45.4
Anna's Snow Adventure,2017,153,Frozen,2013,Animated film,13.9
Elsa's Magical Ice Palace,2017,701,Frozen,2013,Animated film,13.9
Moana's Island Adventure,2016,205,Disney Princess,2000,Animated films,45.4
Moana's Ocean Voyage,2016,307,Disney Princess,2000,Animated films,45.4
Mulan's Training Day,2018,104,Disney Princess,2000,Animated films,45.4
Sleeping Beauty's Fairytale Castle,2018,322,Disney Princess,2000,Animated films,45.4
Ariel's Royal Celebration Boat,2018,380,Disney Princess,2000,Animated films,45.4
Cinderella's Dream Castle,2018,586,Disney Princess,2000,Animated films,45.4
Elsa's Market Adventure,2018,125,Frozen,2013,Animated film,13.9
Rapunzel's Castle Bedroom,2018,156,Disney Princess,2000,Animated films,45.4
Rapunzel's Travelling Caravan,2018,323,Disney Princess,2000,Animated films,45.4
Jasmine's Petite Tower,2019,49,Disney Princess,2000,Animated films,45.4
Cinderella's Carriage Ride,2019,91,Disney Princess,2000,Animated films,45.4
Ariel's Seaside Castle,2019,115,Disney Princess,2000,Animated films,45.4
Aladdin and Jasmine's Palace Adventures,2019,193,Disney Princess,2000,Animated films,45.4
"Ariel, Aurora, and Tiana's Royal Celebration",2019,282,Disney Princess,2000,Animated films,45.4
Rapunzel's Petite Tower,2019,44,Disney Princess,2000,Animated films,45.4
Enchanted Treehouse,2019,302,Frozen,2013,Animated film,13.9
Anna's Canoe Expedition,2019,108,Frozen,2013,Animated film,13.9
Elsa's Wagon Adventure,2019,116,Frozen,2013,Animated film,13.9
Arendelle Castle Village,2019,521,Frozen,2013,Animated film,13.9
Elsa's Jewelry Box Creation,2019,301,Frozen,2013,Animated film,13.9
Olaf,2019,122,Frozen,2013,Animated film,13.9
Bubbles Playground Showdown,2018,144,The Powerpuff Girls,1998,Animated series,2.52
Mojo Jojo Strikes,2018,224,The Powerpuff Girls,1998,Animated series,2.52
Star Wars Co-Pack,2000,0,Star Wars,1977,Film,46.7
Mickey's Fire Engine,2000,27,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Minnie's Birthday Party,2000,88,Disney's Mickey Mouse,1928,Animated cartoon,52.2
Mickey's Car Garage,2000,92,Disney's Mickey Mouse,1928,Animated cartoon,52.2
